DateAndTime,Time,EP_Cool_Temp_Value,EP_Flow_Meter_Value,EP_Lube_Oil_Press_Value,AUX1_Flow_Meter_Value,AUX2_Flow_Meter_Value,Data_Capture_bit_Value,EP_RPM_Value,STBD_Cool_Temp_Value,STBD_Flow_Meter_Value,STBD_Lube_Oil_Press_Value,STBD_RPM_Value,Scaled_value_from_S7_not_ok_Value
2/7/2026,54:28.9,81.59952,81.59952,81.59952,81.59952,81.59952,TRUE,81.59952,81.59952,81.59952,81.59952,93.17392,1117991367
2/7/2026,04:30.0,31.61258,31.61258,31.61258,31.61258,31.61258,TRUE,31.61258,31.61258,31.61258,31.61258,38.81041,1107092670
2/7/2026,14:31.0,98.20155,98.20155,98.20155,98.20155,98.20155,TRUE,98.20155,98.20155,98.20155,98.20155,109.66744,1120167367
2/7/2026,24:32.0,49.84226,49.84226,49.84226,49.84226,49.84226,TRUE,49.84226,49.84226,49.84226,49.84226,57.11243,1111973129
2/7/2026,34:33.0,116.57591,116.57591,116.57591,116.57591,116.57591,TRUE,116.57591,116.57591,116.57591,116.57591,9.54888,1122575664
2/7/2026,44:34.0,69.22938,69.22938,69.22938,69.22938,69.22938,TRUE,69.22938,69.22938,69.22938,69.22938,76.49955,1116370034
2/7/2026,54:35.1,17.18075,17.18075,17.18075,17.18075,17.18075,TRUE,17.18075,17.18075,17.18075,17.18075,28.68281,1099526447
2/7/2026,04:36.1,90.0633,90.0633,90.0633,90.0633,90.0633,TRUE,90.0633,90.0633,90.0633,90.0633,97.36964,1119100701
2/7/2026,14:37.1,43.07847,43.07847,43.07847,43.07847,43.07847,TRUE,43.07847,43.07847,43.07847,43.07847,54.54436,1110200093
2/7/2026,24:38.1,117.69718,117.69718,117.69718,117.69718,117.69718,TRUE,117.69718,117.69718,117.69718,117.69718,6.47443,1122722626
2/7/2026,34:39.1,67.45705,67.45705,67.45705,67.45705,67.45705,TRUE,67.45705,67.45705,67.45705,67.45705,78.88677,1116137737
2/7/2026,44:40.2,20.76158,20.76158,20.76158,20.76158,20.76158,TRUE,20.76158,20.76158,20.76158,20.76158,28.06792,1101403781
2/7/2026,54:41.2,86.91651,86.91651,86.91651,86.91651,86.91651,TRUE,86.91651,86.91651,86.91651,86.91651,98.31006,1118688256
2/7/2026,04:42.2,41.08912,41.08912,41.08912,41.08912,41.08912,TRUE,41.08912,41.08912,41.08912,41.08912,48.4678,1109678611
2/7/2026,14:43.2,112.92274,112.92274,112.92274,112.92274,112.92274,TRUE,112.92274,112.92274,112.92274,112.92274,5.82337,1122096848
2/7/2026,24:44.2,68.39747,68.39747,68.39747,68.39747,68.39747,TRUE,68.39747,68.39747,68.39747,68.39747,75.73998,1116260997
2/7/2026,34:45.3,18.51904,18.51904,18.51904,18.51904,18.51904,TRUE,18.51904,18.51904,18.51904,18.51904,29.98493,1100228077
2/7/2026,44:46.3,90.60585,90.60585,90.60585,90.60585,90.60585,TRUE,90.60585,90.60585,90.60585,90.60585,97.94836,1119171811
2/7/2026,54:47.3,37.9785,37.9785,37.9785,37.9785,37.9785,TRUE,37.9785,37.9785,37.9785,37.9785,49.37205,1108863203
2/7/2026,04:48.3,110.06531,110.06531,110.06531,110.06531,110.06531,TRUE,110.06531,110.06531,110.06531,110.06531,117.44399,1121722329
2/7/2026,14:49.3,62.53793,62.53793,62.53793,62.53793,62.53793,TRUE,62.53793,62.53793,62.53793,62.53793,73.82297,1115301129
2/7/2026,24:50.4,17.97649,17.97649,17.97649,17.97649,17.97649,TRUE,17.97649,17.97649,17.97649,17.97649,25.35517,1099943633
2/7/2026,34:51.4,86.69949,86.69949,86.69949,86.69949,86.69949,TRUE,86.69949,86.69949,86.69949,86.69949,98.05687,1118659811
2/7/2026,44:52.4,38.84658,38.84658,38.84658,38.84658,38.84658,TRUE,38.84658,38.84658,38.84658,38.84658,46.26143,1109090759
2/7/2026,54:53.4,105.07385,105.07385,105.07385,105.07385,105.07385,TRUE,105.07385,105.07385,105.07385,105.07385,116.35889,1121068108

2/8/2026,04:54.4,58.88476,58.88476,58.88476,58.88476,58.88476,TRUE,58.88476,58.88476,58.88476,58.88476,66.33578,1114343500
2/8/2026,14:55.5,11.53823,11.53823,11.53823,11.53823,11.53823,TRUE,11.53823,11.53823,11.53823,11.53823,22.89561,1094190877
2/8/2026,24:56.5,85.18035,85.18035,85.18035,85.18035,85.18035,TRUE,85.18035,85.18035,85.18035,85.18035,92.66754,1118460701
2/8/2026,34:57.5,33.2764,33.2764,33.2764,33.2764,33.2764,TRUE,33.2764,33.2764,33.2764,33.2764,44.56144,1107630611
2/8/2026,44:58.5,102.90365,102.90365,102.90365,102.90365,102.90365,TRUE,102.90365,102.90365,102.90365,102.90365,110.35467,1120783664
2/8/2026,54:59.5,48.93801,48.93801,48.93801,48.93801,48.93801,TRUE,48.93801,48.93801,48.93801,48.93801,60.22305,1111736093
2/8/2026,05:00.6,0.61489,0.61489,0.61489,0.61489,0.61489,TRUE,0.61489,0.61489,0.61489,0.61489,8.06591,1058891852
2/8/2026,15:01.6,69.41023,69.41023,69.41023,69.41023,69.41023,TRUE,69.41023,69.41023,69.41023,69.41023,80.73144,1116393737
2/8/2026,25:02.6,23.04029,23.04029,23.04029,23.04029,23.04029,TRUE,23.04029,23.04029,23.04029,23.04029,30.49131,1102598447
2/8/2026,35:03.6,89.41224,89.41224,89.41224,89.41224,89.41224,TRUE,89.41224,89.41224,89.41224,89.41224,100.73345,1119015367
2/8/2026,45:04.6,39.96785,39.96785,39.96785,39.96785,39.96785,TRUE,39.96785,39.96785,39.96785,39.96785,47.41887,1109384685
2/8/2026,55:05.7,103.62705,103.62705,103.62705,103.62705,103.62705,TRUE,103.62705,103.62705,103.62705,103.62705,114.91209,1120878478
2/8/2026,05:06.7,59.86135,59.86135,59.86135,59.86135,59.86135,TRUE,59.86135,59.86135,59.86135,59.86135,67.34854,1114599500
2/8/2026,15:07.7,17.39777,17.39777,17.39777,17.39777,17.39777,TRUE,17.39777,17.39777,17.39777,17.39777,28.71898,1099640225
2/8/2026,25:08.7,95.27178,95.27178,95.27178,95.27178,95.27178,TRUE,95.27178,95.27178,95.27178,95.27178,102.79514,1119783367
2/8/2026,35:09.7,49.76992,49.76992,49.76992,49.76992,49.76992,TRUE,49.76992,49.76992,49.76992,49.76992,61.05496,1111954167
2/8/2026,45:10.8,6.25741,6.25741,6.25741,6.25741,6.25741,TRUE,6.25741,6.25741,6.25741,6.25741,13.81694,1086864194
2/8/2026,55:11.8,76.21019,76.21019,76.21019,76.21019,76.21019,TRUE,76.21019,76.21019,76.21019,76.21019,87.49523,1117284997
2/8/2026,05:12.8,34.18065,34.18065,34.18065,34.18065,34.18065,TRUE,34.18065,34.18065,34.18065,34.18065,41.74018,1107867648
2/8/2026,15:13.8,109.26957,109.26957,109.26957,109.26957,109.26957,TRUE,109.26957,109.26957,109.26957,109.26957,1.95318,1121618034
2/8/2026,25:14.8,67.45705,67.45705,67.45705,67.45705,67.45705,TRUE,67.45705,67.45705,67.45705,67.45705,75.01658,1116137737
2/8/2026,35:15.9,21.37647,21.37647,21.37647,21.37647,21.37647,TRUE,21.37647,21.37647,21.37647,21.37647,32.553,1101726151
2/8/2026,45:17.9,103.55471,103.55471,103.55471,103.55471,103.55471,TRUE,103.55471,103.55471,103.55471,103.55471,114.73124,1120868997
2/8/2026,55:18.9,58.66774,58.66774,58.66774,58.66774,58.66774,TRUE,58.66774,58.66774,58.66774,58.66774,66.29961,1114286610
2/8/2026,05:19.9,12.08078,12.08078,12.08078,12.08078,12.08078,TRUE,12.08078,12.08078,12.08078,12.08078,23.29348,1094797691
2/8/2026,15:20.9,89.91862,89.91862,89.91862,89.91862,89.91862,TRUE,89.91862,89.91862,89.91862,89.91862,97.55049,1119081737
2/8/2026,25:22.0,43.51251,43.51251,43.51251,43.51251,43.51251,TRUE,43.51251,43.51251,43.51251,43.51251,54.68904,1110313870
2/8/2026,35:23.0,118.2759,118.2759,118.2759,118.2759,118.2759,TRUE,118.2759,118.2759,118.2759,118.2759,7.34251,1122798478
2/8/2026,45:24.0,70.49533,70.49533,70.49533,70.49533,70.49533,TRUE,70.49533,70.49533,70.49533,70.49533,81.63569,1116535960
2/8/2026,55:25.0,24.9573,24.9573,24.9573,24.9573,24.9573,TRUE,24.9573,24.9573,24.9573,24.9573,32.58917,1103603485
2/8/2026,05:26.0,97.18879,97.18879,97.18879,97.18879,97.18879,TRUE,97.18879,97.18879,97.18879,97.18879,108.25681,1120034626
2/8/2026,15:27.1,57.29328,57.29328,57.29328,57.29328,57.29328,TRUE,57.29328,57.29328,57.29328,57.29328,64.88898,1113926315
2/8/2026,25:28.1,11.9361,11.9361,11.9361,11.9361,11.9361,TRUE,11.9361,11.9361,11.9361,11.9361,23.00412,1094645987
2/8/2026,35:29.1,87.1697,87.1697,87.1697,87.1697,87.1697,TRUE,87.1697,87.1697,87.1697,87.1697,94.83774,1118721441
2/8/2026,45:30.1,39.4253,39.4253,39.4253,39.4253,39.4253,TRUE,39.4253,39.4253,39.4253,39.4253,50.45715,1109242463
2/8/2026,55:31.1,112.34402,112.34402,112.34402,112.34402,112.34402,TRUE,112.34402,112.34402,112.34402,112.34402,1.51914,1122020997
2/8/2026,05:32.2,66.29961,66.29961,66.29961,66.29961,66.29961,TRUE,66.29961,66.29961,66.29961,66.29961,77.33145999999999,1115986034
2/8/2026,15:33.2,26.51261,26.51261,26.51261,26.51261,26.51261,TRUE,26.51261,26.51261,26.51261,26.51261,34.25299,1104418892
2/8/2026,25:34.2,100.9143,100.9143,100.9143,100.9143,100.9143,TRUE,100.9143,100.9143,100.9143,100.9143,111.94615,1120522923
2/8/2026,35:35.2,57.83583,57.83583,57.83583,57.83583,57.83583,TRUE,57.83583,57.83583,57.83583,57.83583,65.54004,1114068537
2/8/2026,45:36.2,10.30845,10.30845,10.30845,10.30845,10.30845,TRUE,10.30845,10.30845,10.30845,10.30845,21.37647,1092939321
2/8/2026,55:37.3,83.51653,83.51653,83.51653,83.51653,83.51653,TRUE,83.51653,83.51653,83.51653,83.51653,91.22074,1118242626
2/8/2026,05:38.3,37.47212,37.47212,37.47212,37.47212,37.47212,TRUE,37.47212,37.47212,37.47212,37.47212,48.50397,1108730463
2/8/2026,15:39.3,115.23761999999999,115.23761999999999,115.23761999999999,115.23761999999999,115.23761999999999,TRUE,115.23761999999999,115.23761999999999,115.23761999999999,115.23761999999999,4.44891,1122400256
2/8/2026,25:40.3,69.59108,69.59108,69.59108,69.59108,69.59108,TRUE,69.59108,69.59108,69.59108,69.59108,80.62293,1116417441
2/8/2026,35:41.3,26.29559,26.29559,26.29559,26.29559,26.29559,TRUE,26.29559,26.29559,26.29559,26.29559,33.9998,1104305113
2/8/2026,45:42.4,97.22496,97.22496,97.22496,97.22496,97.22496,TRUE,97.22496,97.22496,97.22496,97.22496,108.25681,1120039367
2/8/2026,55:43.4,51.3614,51.3614,51.3614,51.3614,51.3614,TRUE,51.3614,51.3614,51.3614,51.3614,59.06561,1112371351
2/8/2026,05:44.4,4.3404,4.3404,4.3404,4.3404,4.3404,TRUE,4.3404,4.3404,4.3404,4.3404,15.37225,1082844046
2/8/2026,15:45.4,81.45484,81.45484,81.45484,81.45484,81.45484,TRUE,81.45484,81.45484,81.45484,81.45484,89.23139,1117972404
2/8/2026,25:46.4,35.30192,35.30192,35.30192,35.30192,35.30192,TRUE,35.30192,35.30192,35.30192,35.30192,46.33377,1108161574
2/8/2026,35:47.5,108.90787,108.90787,108.90787,108.90787,108.90787,TRUE,108.90787,108.90787,108.90787,108.90787,116.68442,1121570626
2/8/2026,45:48.5,59.75284,59.75284,59.75284,59.75284,59.75284,TRUE,59.75284,59.75284,59.75284,59.75284,70.78469,1114571056
2/8/2026,55:49.5,13.346729999999999,13.346729999999999,13.346729999999999,13.346729999999999,13.346729999999999,TRUE,13.346729999999999,13.346729999999999,13.346729999999999,13.346729999999999,21.01477,1096125099
2/8/2026,05:50.5,84.42078,84.42078,84.42078,84.42078,84.42078,TRUE,84.42078,84.42078,84.42078,84.42078,95.41646,1118361145
2/8/2026,15:51.5,42.86145,42.86145,42.86145,42.86145,42.86145,TRUE,42.86145,42.86145,42.86145,42.86145,50.638,1110143203
2/8/2026,25:52.6,114.73124,114.73124,114.73124,114.73124,114.73124,TRUE,114.73124,114.73124,114.73124,114.73124,7.234,1122333886
2/8/2026,35:53.6,70.71235,70.71235,70.71235,70.71235,70.71235,TRUE,70.71235,70.71235,70.71235,70.71235,78.4889,1116564404
2/8/2026,45:54.6,21.99136,21.99136,21.99136,21.99136,21.99136,TRUE,21.99136,21.99136,21.99136,21.99136,32.98704,1102048521
2/8/2026,55:55.6,93.64413,93.64413,93.64413,93.64413,93.64413,TRUE,93.64413,93.64413,93.64413,93.64413,101.42068,1119570034
2/8/2026,05:56.6,47.021,47.021,47.021,47.021,47.021,TRUE,47.021,47.021,47.021,47.021,58.01668,1111233574
2/8/2026,15:57.7,5.82337,5.82337,5.82337,5.82337,5.82337,TRUE,5.82337,5.82337,5.82337,5.82337,13.59992,1085953972
2/8/2026,25:58.7,78.09103,78.09103,78.09103,78.09103,78.09103,TRUE,78.09103,78.09103,78.09103,78.09103,89.05054,1117531515
2/8/2026,35:59.7,33.56576,33.56576,33.56576,33.56576,33.56576,TRUE,33.56576,33.56576,33.56576,33.56576,41.41465,1107706463
2/8/2026,46:00.7,103.22918,103.22918,103.22918,103.22918,103.22918,TRUE,103.22918,103.22918,103.22918,103.22918,114.18869,1120826329
2/8/2026,56:01.7,56.93158,56.93158,56.93158,56.93158,56.93158,TRUE,56.93158,56.93158,56.93158,56.93158,64.78047,1113831500
2/8/2026,06:02.8,11.32121,11.32121,11.32121,11.32121,11.32121,TRUE,11.32121,11.32121,11.32121,11.32121,22.24455,1093963321
2/8/2026,16:03.8,89.05054,89.05054,89.05054,89.05054,89.05054,TRUE,89.05054,89.05054,89.05054,89.05054,96.89943,1118967960
2/8/2026,26:04.8,43.7657,43.7657,43.7657,43.7657,43.7657,TRUE,43.7657,43.7657,43.7657,43.7657,54.68904,1110380241
2/8/2026,36:05.8,0.25319,0.25319,0.25319,0.25319,0.25319,TRUE,0.25319,0.25319,0.25319,0.25319,8.02974,1048682799
2/8/2026,46:06.8,70.96554,70.96554,70.96554,70.96554,70.96554,TRUE,70.96554,70.96554,70.96554,70.96554,81.96122,1116597590
2/8/2026,56:07.9,26.18708,26.18708,26.18708,26.18708,26.18708,TRUE,26.18708,26.18708,26.18708,26.18708,34.03597,1104248226
2/8/2026,06:08.9,99.35899,99.35899,99.35899,99.35899,99.35899,TRUE,99.35899,99.35899,99.35899,99.35899,110.28233,1120319071
2/8/2026,16:09.9,58.74008,58.74008,58.74008,58.74008,58.74008,TRUE,58.74008,58.74008,58.74008,58.74008,66.58897,1114305575
2/8/2026,26:10.9,13.49141,13.49141,13.49141,13.49141,13.49141,TRUE,13.49141,13.49141,13.49141,13.49141,24.37858,1096276802
2/8/2026,36:11.9,86.62715,86.62715,86.62715,86.62715,86.62715,TRUE,86.62715,86.62715,86.62715,86.62715,94.51221,1118650330
2/8/2026,46:13.0,30.23812,30.23812,30.23812,30.23812,30.23812,TRUE,30.23812,30.23812,30.23812,30.23812,41.08912,1106372078
2/8/2026,56:14.0,94.65689,94.65689,94.65689,94.65689,94.65689,TRUE,94.65689,94.65689,94.65689,94.65689,102.57812,1119702775
2/8/2026,06:15.0,40.25721,40.25721,40.25721,40.25721,40.25721,TRUE,40.25721,40.25721,40.25721,40.25721,51.10821,1109460537
2/8/2026,16:16.0,108.69085,108.69085,108.69085,108.69085,108.69085,TRUE,108.69085,108.69085,108.69085,108.69085,116.57591,1121542183
2/8/2026,26:17.0,53.56777,53.56777,53.56777,53.56777,53.56777,TRUE,53.56777,53.56777,53.56777,53.56777,64.41877,1112949721
2/8/2026,36:18.1,0,0,0,0,0,TRUE,0,0,0,0,7.88506,0
2/8/2026,46:19.1,60.07837,60.07837,60.07837,60.07837,60.07837,TRUE,60.07837,60.07837,60.07837,60.07837,70.92937,1114656389
2/8/2026,56:20.1,4.08721,4.08721,4.08721,4.08721,4.08721,TRUE,4.08721,4.08721,4.08721,4.08721,11.97227,1082313083
2/8/2026,06:21.1,66.66131,66.66131,66.66131,66.66131,66.66131,TRUE,66.66131,66.66131,66.66131,66.66131,77.47614,1116033441
2/8/2026,16:22.1,15.48076,15.48076,15.48076,15.48076,15.48076,TRUE,15.48076,15.48076,15.48076,15.48076,23.47433,1098362729
2/8/2026,26:23.1,78.4889,78.4889,78.4889,78.4889,78.4889,TRUE,78.4889,78.4889,78.4889,78.4889,89.26756,1117583663
2/8/2026,36:24.2,24.70411,24.70411,24.70411,24.70411,24.70411,TRUE,24.70411,24.70411,24.70411,24.70411,32.58917,1103470744
2/8/2026,46:25.2,85.93992,85.93992,85.93992,85.93992,85.93992,TRUE,85.93992,85.93992,85.93992,85.93992,96.71858,1118560256
2/8/2026,56:26.2,30.41897,30.41897,30.41897,30.41897,30.41897,TRUE,30.41897,30.41897,30.41897,30.41897,38.37637,1106466892
2/8/2026,06:27.2,95.66965,95.66965,95.66965,95.66965,95.66965,TRUE,95.66965,95.66965,95.66965,95.66965,106.41214,1119835515
2/8/2026,16:28.3,46.04441,46.04441,46.04441,46.04441,46.04441,TRUE,46.04441,46.04441,46.04441,46.04441,54.07415,1110977574
2/8/2026,26:29.3,116.25037999999999,116.25037999999999,116.25037999999999,116.25037999999999,116.25037999999999,TRUE,116.25037999999999,116.25037999999999,116.25037999999999,116.25037999999999,8.42761,1122532997
2/8/2026,36:30.3,70.74852,70.74852,70.74852,70.74852,70.74852,TRUE,70.74852,70.74852,70.74852,70.74852,78.77826,1116569145
2/8/2026,46:31.3,21.3403,21.3403,21.3403,21.3403,21.3403,TRUE,21.3403,21.3403,21.3403,21.3403,32.04662,1101707188
2/8/2026,56:32.3,92.48669,92.48669,92.48669,92.48669,92.48669,TRUE,92.48669,92.48669,92.48669,92.48669,100.51643,1119418330
2/8/2026,06:33.4,45.9359,45.9359,45.9359,45.9359,45.9359,TRUE,45.9359,45.9359,45.9359,45.9359,56.60605,1110949129
2/8/2026,16:34.4,3.00211,3.00211,3.00211,3.00211,3.00211,TRUE,3.00211,3.00211,3.00211,3.00211,11.10419,1077944623
2/8/2026,26:35.4,74.36552,74.36552,74.36552,74.36552,74.36552,TRUE,74.36552,74.36552,74.36552,74.36552,85.07184,1117043219
2/8/2026,36:36.4,28.79132,28.79132,28.79132,28.79132,28.79132,TRUE,28.79132,28.79132,28.79132,28.79132,36.8934,1105613559
2/8/2026,46:37.4,97.15262,97.15262,97.15262,97.15262,97.15262,TRUE,97.15262,97.15262,97.15262,97.15262,107.85894,1120029886
2/8/2026,56:38.4,48.97418,48.97418,48.97418,48.97418,48.97418,TRUE,48.97418,48.97418,48.97418,48.97418,57.04009,1111745574
2/8/2026,06:39.5,2.02552,2.02552,2.02552,2.02552,2.02552,TRUE,2.02552,2.02552,2.02552,2.02552,12.73184,1073848623
2/8/2026,16:40.5,77.47614,77.47614,77.47614,77.47614,77.47614,TRUE,77.47614,77.47614,77.47614,77.47614,85.54205,1117450922
2/8/2026,26:41.5,30.12961,30.12961,30.12961,30.12961,30.12961,TRUE,30.12961,30.12961,30.12961,30.12961,40.79976,1106315188
2/8/2026,36:42.5,102.83131,102.83131,102.83131,102.83131,102.83131,TRUE,102.83131,102.83131,102.83131,102.83131,110.89722,1120774183
2/8/2026,46:43.6,53.27841,53.27841,53.27841,53.27841,53.27841,TRUE,53.27841,53.27841,53.27841,53.27841,63.91239,1112873870
2/8/2026,56:44.6,4.88295,4.88295,4.88295,4.88295,4.88295,TRUE,4.88295,4.88295,4.88295,4.88295,12.98503,1083981824
2/8/2026,06:45.6,76.42721,76.42721,76.42721,76.42721,76.42721,TRUE,76.42721,76.42721,76.42721,76.42721,87.06119,1117313441
2/8/2026,16:46.6,33.31257,33.31257,33.31257,33.31257,33.31257,TRUE,33.31257,33.31257,33.31257,33.31257,41.41465,1107640093
2/8/2026,26:47.6,104.24194,104.24194,104.24194,104.24194,104.24194,TRUE,104.24194,104.24194,104.24194,104.24194,114.87592,1120959070
2/8/2026,36:48.6,57.79966,57.79966,57.79966,57.79966,57.79966,TRUE,57.79966,57.79966,57.79966,57.79966,65.90174,1114059056
2/8/2026,46:49.7,8.06591,8.06591,8.06591,8.06591,8.06591,TRUE,8.06591,8.06591,8.06591,8.06591,18.69989,1090587913
2/8/2026,56:50.7,77.43997,77.43997,77.43997,77.43997,77.43997,TRUE,77.43997,77.43997,77.43997,77.43997,85.57822,1117446182
2/8/2026,06:51.7,29.33387,29.33387,29.33387,29.33387,29.33387,TRUE,29.33387,29.33387,29.33387,29.33387,39.96785,1105898002
2/8/2026,16:52.7,103.77173,103.77173,103.77173,103.77173,103.77173,TRUE,103.77173,103.77173,103.77173,103.77173,111.87381,1120897442
2/8/2026,26:53.7,54.9784,54.9784,54.9784,54.9784,54.9784,TRUE,54.9784,54.9784,54.9784,54.9784,65.64855,1113319500
